project_id,title,status,start_date,lead_organisation
D67A1622-AA78-47C8-8720-FD36AFA627DB,The impact of magnetic fields on gas accretion onto supermassive black holes and AGN feedback: the next frontier of galaxy formation cosmological simu,Active,,Unknown
D70E62D8-A3F6-4C39-A009-FBBEFDA7663D,Diagrammatic tensor categories and representation theory,Active,,UNIVERSITY OF NOTTINGHAM
54E6F123-803A-49DF-9CFC-FDBB5C1C7D29,Advanced AI and RobotIcS for autonomous task pErformance,Active,,UNIVERSITY OF ESSEX
55445909-6945-4518-846F-FE06A2590C4C,Shedding light on main group organometallic chemistry,Active,,QUEEN MARY UNIVERSITY OF LONDON
57D3857A-6969-415F-B1AB-FEAB42F20CA3,Frictionless and privacy-enabled physical health detection and monitoring,Active,,UNIVERSITY OF PLYMOUTH
3F21CBD0-299E-453A-9DAE-FE831E7624AE,MAGIC - Next-generation models and genetic therapies for rare neuromuscular diseases,Active,,UNIVERSITY COLLEGE LONDON
3F539A69-D8EE-4748-8EDD-FF46DE74E916,Using Cryptosporidium genomics for investigating outbreaks and disease transmission,Active,,ABERYSTWYTH UNIVERSITY
40E4A94C-3FD5-4A48-BF10-FDD94855A42A,UK Microsystems Network,Active,,UNIVERSITY OF BIRMINGHAM
1C0FDC6D-7599-41B8-9EED-FEAEE42C9DBA,Understanding the role of organic ligands on charge transport and photocurrent generation in layered perovskites,Active,,IMPERIAL COLLEGE LONDON
1F07E826-ABC0-45AC-85CD-FF50776DB27D,Protecting high risk groups from Plasmodium knowlesi malaria,Active,,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE
1F1938CC-136C-46E1-BC57-FF592DD04B81,"Room correction: a dynamic, adaptive approach",Active,,QUEEN MARY UNIVERSITY OF LONDON
BFDBC441-1379-4E67-B8C4-FCCDECBACDB3,MiNute Transport: How Mineral Nutrient Transport happens in the root?,Active,,UNIVERSITY OF NOTTINGHAM
C00DAA39-31CF-43D9-B7B3-FB707695ED10,Fuels-C,Active,,ISLE UTILITIES LIMITED
C14F0150-ED2A-455C-ADB4-FCEB01349EB9,Growing green in UK vineyards: Managing Knowledge,Active,,IMPERIAL COLLEGE LONDON
418BD630-2F0E-4B9A-AC1C-FD8FDCDDE54D,Queen's University of Belfast and McKee Engineering Solutions Limited KTP 24_25 R1,Active,,QUEEN'S UNIVERSITY BELFAST
41FB5E09-5971-494C-985B-FE5A93F81521,Pet Ownership and Health,Active,,UNIVERSITY OF LIVERPOOL
4274E022-E7E1-4B6F-8B53-FF117F3945C0,THE REPRESENTATION AND EXPERIENCE OF BLACK MUSLIM WOMEN: CHANGING BEHAVIOURS.,Active,,UNIVERSITY OF BIRMINGHAM
42C885F6-404B-4578-87EC-FEA63C4C674A,Use of Folktale Adaptations in Exploring the Role of Gendered Social Narratives in the Far-Right Radicalization of Online Communities.,Active,,UNIVERSITY OF STRATHCLYDE
42D9C39A-572A-49CC-9063-FD518A6A3440,Renewal application: How do ecological trade-offs drive ectomycorrhizal fungal community assembly? Fine- scale processes with large-scale implications,Active,,UNIVERSITY OF MANCHESTER
42EA7144-9F79-4146-9E35-FE13F6C08C07,Project E-Steel,Active,,FORD MOTOR COMPANY LIMITED
273BDF41-CBE0-4AE8-B52F-FE9419F53685,New Technology for Glaciology,Active,,CARDIFF UNIVERSITY
2AB135C8-E94A-430A-A943-FD9D6EB37C63,UNREAL: A Unified Reasoning Layer for Trustworthy ML,Active,,UNIVERSITY OF EDINBURGH
2B477867-BD92-455B-B502-FDCDDE48D3E8,DISSCo UK,Active,,NATURAL HISTORY MUSEUM
C9F286E6-1FA1-4DE7-AE2B-FCBD7AE4E842,Accelerated deployment of integrated CCUS chains based on solvent capture technology (AURORA),Active,,UNIVERSITY OF CAMBRIDGE
CB1F54B7-7C87-4CCD-B7B0-FD29264C8ED8,Targeting Coronaviruses through Fc-dependent Antibody Activities,Active,,CARDIFF UNIVERSITY
CB5AE40E-1DEF-4EC8-A788-FC3BC21C60DD,Task specificity of transcriptomic types across cortex,Active,,UNIVERSITY COLLEGE LONDON
AA2A7DFF-DBCB-4790-9CCA-FC3245F803A4,Structure-control of valence electron isomerism in the f-block,Active,,UNIVERSITY OF MANCHESTER
AA58973D-D7C6-4ECD-8788-FCA1B815F7A9,Determining the geomagnetic and heliophysical parameters that control increases and decreases in Earth's outer radiation belt,Active,,UNIVERSITY COLLEGE LONDON
AB12157C-B748-4618-876C-FBDE5F797E8E,Neural Circuits of Kinship Behaviour,Active,,UNIVERSITY OF EDINBURGH
ABB1299F-ADC6-4B07-B276-FC8CB3A4B3E4,Building a picture of magmatic-hydrothermal systems from rock and mush fragments brought to surface by silicic eruptions,Active,,UNIVERSITY OF BRISTOL
2C30E38B-6BAF-455A-B4DC-FF4C760CDF3E,STFC IAA Cardiff,Active,,CARDIFF UNIVERSITY
2DF520BB-AF77-419A-AAF0-FDF936194FCA,Adaptive Driving Interfaces for the Ageing Population in Future Vehicles,Active,,UNIVERSITY OF NOTTINGHAM
11315B1C-0209-4DBE-8255-FE5572008295,SafeRoute-6G,Active,,SATELLITE APPLICATIONS CATAPULT LIMITED
B33A7D44-99F9-4234-B272-FBE12B6E4161,High Pressure Gas TPC Development Studies for the DUNE Near Detector,Active,,UNIVERSITY OF WARWICK
B49994A4-B22C-45EE-BF94-FC4D33E7236A,3D (magneto-) hydrodynamic simulations of massive stars,Active,,KEELE UNIVERSITY
B509517E-050E-43C3-952A-FC6436E452D4,"COMMONING, SOCIAL METABOLISM AND EMERGING DECOLONIAL URBANISMS: AN ALTERNATIVE LATIN URBANISM IN MEXICO CITY",Active,,Unknown
B5C7C660-AE82-4C70-8CC3-FCBDB4443C71,Evolutionary Optimisation of a Pharmaceutical Feeder System,Active,,UNIVERSITY OF BIRMINGHAM
B5D040B3-3907-45E0-B9D6-FB556414D7C7,Connecting and mobilizing the EU agricultural advisory community to support the transition to Climate Smart Farming - ClimateSmartAdvisors,Active,,OPEN UNIVERSITY
B5F8B187-7F32-43C6-94A8-FC20F480AD01,Global Virtual Teams: Resilient resources for psychological wellbeing and performance,Active,,KING'S COLLEGE LONDON
35A0CB34-6EB5-49D4-AD80-FE0F465F6CF7,A High-Performance Light-Matter Quantum Network,Active,,UNIVERSITY OF SOUTHAMPTON
3661ACE8-6EC8-4103-A835-FF3AA144E975,Probing the Cosmic Dawn: a spectroscopic view of the first galaxies,Active,,UNIVERSITY OF CAMBRIDGE
37C2F0A2-F264-40DC-A993-FDE8FEDF5D5A,Harvesting waste heat as electrical power: Theory-led control of heat transport in thermoelectrics (Renewal),Active,,UNIVERSITY OF MANCHESTER
3882050B-B904-469F-80E4-FE459C2FFB75,Gaia - an AI Tool for Nature-related financial disclosure,Active,,FIDATA LIMITED
38AAFF22-3763-4B4E-981C-FDD20B7F7030,Breast Cancer Diagnosis and Risk Prediction in Multi-Incidence Mammograms: Leveraging UK and Brazilian Data and Expertise,Active,,UNIVERSITY OF WARWICK
16D7B5CD-F226-4498-84D0-FE52369D1F7E,Practical Security of Quantum Coherent Communications,Active,,UNIVERSITY OF YORK
17287775-2ADE-40F6-95AB-FEF7913799D5,Engineered UK clays for production of low-carbon cements,Active,,IMPERIAL COLLEGE LONDON
01F24440-4104-4F7A-98DD-FDF4DBE30FE6,Exploring the development of dialogic teaching skills amongst trainee instrumental/vocal teachers: A participatory action research project,Active,,UNIVERSITY OF YORK
027CCD14-0563-48BD-A283-FF36FA60B3D2,Accelerated Discovery of Functional Tetramine-based Metal-Organic Cages using High-throughput Computational Screening Methods,Active,,UNIVERSITY OF CAMBRIDGE
03A3979B-1ECF-41CA-9E12-FF2F5B744D73,Fundamental Studies of the Drying of Complex Multiphase Aerosol Droplets,Active,,UNIVERSITY OF BRISTOL
A04784C8-1FCF-4EA3-B395-FB54A40A0CAE,Developing AI Methods for Animal Health and Welfare Monitoring,Active,,UNIVERSITY OF LIVERPOOL
A0D71963-1C50-4AEC-ABEF-FBFA6C6707A5,"Remote visions, threatened ecologies, and the 'community drone'",Active,,"GOLDSMITHS, UNIVERSITY OF LONDON"
20EDE89B-9401-4446-A166-FEB5498A83F5,"Composing Acousmatic Stories: Hybrid strategies for exploring change, crisis and community through collaborative creative practice",Active,,UNIVERSITY OF THE ARTS LONDON
21B64280-D03B-4A5B-9A70-FDC20F1320D9,Astrophysics and cosmology from CMB scattering,Active,,Unknown
22E61657-DE9E-4CAF-BE8D-FF21257D4600,Are controlled localised degradation of resin composites and remineralisation effective in preventing secondary caries?,Active,,UNIVERSITY OF MANCHESTER
0B99BEFF-E3E6-463B-9CEF-FE119B24D8BA,Investigating the Mechanisms underlying Psychosis Associated with Childhood Trauma (IMPACT,Active,,UNIVERSITY COLLEGE LONDON
0BB85CFD-C312-4953-9E3A-FE0E0F6A557B,Gene replacement therapy for Syngap1 Syndrome,Active,,UNIVERSITY OF SHEFFIELD
A9B287E1-E014-4CF2-AB29-FCD07F29937B,Carbon Cluck-Char&nbsp;–&nbsp;Advancing Poultry Litter Management with Enriched Biochar for Emissions Capture and Sustainable Fertiliser Production,Active,,POLLYBELL FARMS LIMITED
EFF25505-D587-4575-902D-FBB791F2E534,The Causal Continuum - Transforming Modelling and Computation in Causal Inference,Active,,UNIVERSITY COLLEGE LONDON
F048AFD5-EBF5-4E40-86C8-FB9D8EF262C0,Identifying the link between viral infections and foraging behaviour in the honeybee brain,Active,,UNIVERSITY OF ABERDEEN
F12EC816-0525-4ACA-8792-FD10B54C1607,Hammer time: experimental investigations on the role of organic knapping percussors in Lower Palaeolithic technology and culture,Active,,UNIVERSITY OF CAMBRIDGE
F133C2A1-5E20-4D23-9583-FCC8CB8B5E45,UDLA 2527 Cardiff University,Active,,CARDIFF UNIVERSITY
8AFA083B-B856-4E82-A6BA-FB63893CBADD,Underpinning whelk fishery co-management using bio-economic and network analysis approaches,Active,,HERIOT-WATT UNIVERSITY
8C06D563-D9A4-4477-9BDD-FC0D6F042FFA,Investigation of macrophage ridges as a new therapeutic target in the treatment of cryptococcal meningitis,Active,,UNIVERSITY OF SHEFFIELD
8C42E7F4-DBB8-4662-B484-FC5BE5E2490A,MRC Centre for Environment and Health,Active,,IMPERIAL COLLEGE LONDON
0C180C62-B98D-4068-9780-FD87D2628191,Reawakening of embryonic transcriptional regulatory programmes in oesophageal cancer,Active,,UNIVERSITY OF MANCHESTER
0C4AAB90-DDC3-4C45-9D01-FF2A361A860F,Judging the Judges: Bringing Transparency to Judicial Reasoning,Active,,UNIVERSITY OF EXETER
0C4D69E0-406A-4F5A-A839-FF05528C1755,Exploiting hemi-labile ligands in Main Group catalysis,Active,,Unknown
0C64C0E6-E699-400B-BD67-FDAF88218FF4,rCF4NCF,Active,,LINEAT COMPOSITES LIMITED
0C7BEF50-5627-4C92-8DE6-FEEDBDB96B63,Is logical cognition dependent on language acquisition?,Active,,Unknown
0CB267AE-D6F8-4093-A626-FDAB8DE38A26,Metal fertility and transport in volcanic-hosted hydrothermal systems,Active,,UNIVERSITY OF EDINBURGH
0CB53AB3-E65D-4478-9394-FE9E767EE92B,Schools-based digital therapy for adolescent social anxiety disorder.,Active,,Unknown
FB548704-B620-4836-ACD5-FBF2A3CF9679,AIRTUK: The UK Artificial Intelligence for Turbulence Research Hub,Active,,IMPERIAL COLLEGE LONDON
9415CD7C-86FE-4DBD-BA9D-FCEAD091C752,Circular solutions for fishing gears,Active,,PLASTIC ENERGY LIMITED
94D4A605-FA0A-4D27-A518-FCACF0232FC7,Nuclear observations to improve Climate research and GHG emission estimates,Active,,UNIVERSITY OF BRISTOL
94EC77B4-9980-4FC9-BC44-FC60185CDD4B,Structural Performance Analysis of a Floating Green Energy Storage Subjected to Non-Linear Loads,Active,,UNIVERSITY OF PLYMOUTH
959C1C86-A149-402F-8641-FD433B0F0071,Distinct circuits for using object memory in perceptual and cognitive decision making,Active,,UNIVERSITY OF CAMBRIDGE
969031EE-7EE2-48A0-BC95-FB6CADDAF07F,Transient simulation of triboelectric nanogenerators considering surface roughness,Active,,UNIVERSITY OF GLASGOW
1511EF35-D645-4B45-A53F-FE7EEABCADE5,RAL Studentship 2 at KCL 2024,Active,,KING'S COLLEGE LONDON
D811FDB8-0B81-4EBC-9E5A-FCBB84597729,BBSRC National Bioscience Research Infrastructure: North Wyke Farm Platform,Active,,ROTHAMSTED RESEARCH
D8C5F0B0-D0CA-426C-B41B-FC10E9DB0CEB,The role of ethnicity in the development of Multicultural London English in early childhood.,Active,,QUEEN MARY UNIVERSITY OF LONDON
D96F0F1D-4F0D-4F70-B76E-FCB8E8A6EA8A,Detecting seasonal shifts in phytoplankton taxa and primary production in the Southern Ocean,Active,,Unknown
DA5522A3-847E-4C59-AEFF-FB57E0A3BA78,&quot;Cos&quot; it's worth it: Understanding and mitigating the impacts of ozone pollution on leafy salad crops,Active,,LANCASTER UNIVERSITY
FC59D549-28A0-4616-8F4C-FC7D94154858,"Marvellous Instinct, Intelligent Artifice: Animal Behaviour and the Arts in Seventeenth-Century French Thought",Active,,Unknown
FE81D665-3FB6-47C1-B1B0-FC3AB121C333,Promise Constraint Satisfaction Problem: Structure and Complexity,Active,,DURHAM UNIVERSITY
FEAC433D-5167-497B-B357-FCDC993A617D,Intelligent Sensing and Communication as Training Network for Perceptive Mobile Networks in 6G,Active,,UNIVERSITY OF HUDDERSFIELD
81F3BC9C-DFC5-4A92-BE10-FC0CE9A4AAD0,Artist-Researcher's encounter and intervention for a regional Black History archives,Active,,COVENTRY UNIVERSITY
E3B83C3E-237E-4549-B20F-FBEFE8EB9DE3,Generating the responsible assessment of afforestation as a greenhouse gas removal 'technology',Active,,UNIVERSITY OF EAST ANGLIA
03ECCC91-1055-430B-9D99-FD92E4C307EE,"Sus-Flow: Accelerating Sustainable Continuous Medicine Manufacture via Photo-, Electro-and Thermo-chemistry with Next-Generation Reactors",Active,,UNIVERSITY OF NOTTINGHAM
0400D507-0978-4ACC-B5B6-FEBB9ABBD648,The population genomics of sexually antagonistic variation in Drosophila,Active,,UNIVERSITY COLLEGE LONDON
041D42CF-48B8-4C41-BEE9-FECBD07250D0,Crop Yield Forecasting and Insights for Agricultural Supply Chain Resilience,Active,,DATA DYNAMICS LTD
04B8510E-194C-480E-B4D7-FDA6C1CD985C,Strongly Coupled Maps: Thermodynamic Limit and Rates of Convergence,Active,,KING'S COLLEGE LONDON
056FDA61-AD01-4163-90DF-FE1E83071335,Adaptive and Explainable AI for Predicting and Profiling Patients in NHS Emergency Departments,Active,,SWANSEA UNIVERSITY
058858F9-2D3B-471C-95B4-FF62FA48B109,COPE - Combined impact of heat and air pollution exposure on human health in India: Evidence and solutions,Active,,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE
065218AC-2B33-4A06-B73F-FF04CE6DB87C,Supporting industry in the development of safer and more sustainable polymers,Active,,HERIOT-WATT UNIVERSITY
69630CBE-9979-401D-A880-FCB2CF4C7D80,Antimicrobial resistance at the human-animal interface: filling in knowledge gaps where surveillance is scarce,Active,,UNIVERSITY OF EDINBURGH
69704261-7557-41C9-8E35-FBFD0D6F954E,Social and population health impacts of neighbourhood changes after redevelopment of contaminated brownfield land,Active,,IMPERIAL COLLEGE LONDON
69A52662-5F33-4B70-9ED7-FBCCEBF331E6,Past in present soils: Leveraging development-led archaeological data to generate insights into urban soil development and soil health,Active,,UNIVERSITY OF GLASGOW
6A590C9D-3FCC-46F9-A0BB-FC3C3BAC1887,Precision Solutions for Controlling Fasciolosis in Sheep,Active,,ABERYSTWYTH UNIVERSITY
E7AC0804-9E4B-4363-896B-FD1E4238B147,Resilient Crops: Miscanthus for biomass and carbon capture,Active,,ABERYSTWYTH UNIVERSITY
E7B20BB2-EE4C-4CEB-A088-FCDEA6C46BA6,"TiCToC: Times in Crisis, Times of Crisis: The Temporalities of Europe in Polycrisis",Active,,UNIVERSITY OF ST ANDREWS
E7CDE23F-D096-488D-9347-FB4B243C2BC3,Predicting disease flare and treatment response in inflammatory bowel disease,Active,,UNIVERSITY OF EDINBURGH
EA3C9CA5-ADEB-4F5E-BF15-FCD07B937A2A,CDT year 1 so TBC in Oct 2025,Active,,UNIVERSITY OF BRISTOL
CBDDFCAA-AE5B-4934-A94F-FCC683741FC6,Bio-electrochemical Recovery of Platinum Group Metals from Spent Car Catalysts by Cupriavidus metallidurans.,Active,,UNIVERSITY OF NOTTINGHAM
CED1A492-11E5-43EE-9F60-FC39A3C5FB5B,"Testing the relationship between HCN, dense gas and star formation",Active,,UNIVERSITY OF KENT
CEE370BE-1309-4EF8-8A8E-FD035C55239B,Improving X. tropicalis as a diagnostic tool for rare genetic diseases,Active,,UNIVERSITY OF PORTSMOUTH
D02CEC24-0002-4330-B4EE-FB82C4348BBF,An innovative AI-powered platform that could enable small farms to secure grants at 13% of traditional costs and reduce documentation time by 87%,Active,,REGENO AGRICULTURAL FINANCE LIMITED
D0BF8FFE-D8BA-4040-AC62-FCBEAC6BE664,"SIMPL (Space, Information, Mobility, Power and machine Learning)",Active,,TRUE POSITION ROBOTICS LIMITED
74EAB062-007A-4D0D-BCEB-FC5907E1B0B3,Diversifying Leadership in Elite Universities: The Development of an Empirically Grounded Recruitment Framework for the Global Higher Education Sector,Active,,TEESSIDE UNIVERSITY
755EC0A3-70FF-487C-9D39-FC9028CE8F6D,ResilAI: Exploring the Applications of AI Techniques in Supporting Infrastructure Resilience,Active,,UNIVERSITY COLLEGE LONDON
756C33F9-0C5B-4729-8F71-FC8E633F11F9,GOLD and physics-based docking with machine learning enhancements,Active,,Unknown
F314FD7C-582D-4098-994F-FBB37BC249F8,Proton-driven plasma wakefield acceleration---a new route to a TeV e+e- collider,Active,,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL
F3B842E0-2923-444E-BE77-FBB43A03246E,Exploring genetic diversity for grain partitioning traits to enhance yield in high biomass spring barley germplasm,Active,,UNIVERSITY OF NOTTINGHAM
F3E9354E-45B9-4AF1-B6E4-FCA25C9918B3,Improving the outcomes of hand infections in low- and middle-income countries (LMICs),Active,,Unknown
F3F65FF0-76E6-4CF7-8FD3-FD2B8B99A603,Caprock -Reservoir Integrity of Subsurface Storage of Hydrogen (CRISTHY),Active,,UNIVERSITY OF MANCHESTER
F42E6CFC-ACE9-438A-9340-FC9E14EC3BFF,New Techniques for Resolving Boundary Problems in Total Search,Active,,UNIVERSITY OF LIVERPOOL
D7FA1DFF-5BBA-479F-82BC-FC81F7DFC81E,"Fatherhood, Breadwinning, and Search for Respect The Mandates of Manhood within and without prison",Active,,UNIVERSITY OF BRISTOL
53114E3C-AE35-48BD-9E31-FCF085764F53,Integrating genomics and transcriptomics to empower dairy breeding for feed efficient animals,Active,,SCOTLAND'S RURAL COLLEGE
B888D252-582C-43BA-98D8-FC0B9560DDD7,The UK High-Field Solid-State NMR National Research Facility,Active,,UNIVERSITY OF WARWICK
B9637B58-41EB-4C6B-B0E4-FD1E304EC449,A study on microplastics interference in mammalian cells metabolism via Infrared Microimaging and Nanospectroscopy,Active,,KING'S COLLEGE LONDON
B97F8C6F-2E7D-4A0C-AAEB-FD35AC2BF86E,Restoring the creep resistance of steel following exposure to high temperatures,Active,,BRUNEL UNIVERSITY LONDON
DD4E5146-C5E4-4BB9-A241-FCAD390E44CF,Mechano-responsive synthetic cells to engineer the immune response,Active,,Unknown
DD99347A-EC9B-4B55-9DF8-FB69F23F377D,Can we use bacteriocins to improve gut health?,Active,,UNIVERSITY OF EAST ANGLIA
5F4397DA-CFBF-43E6-B253-FC70B88C0BF1,"'RITUAL FRACTURE': DISMANTLING PATRIARCHAL HIERARCHIES THROUGH A QUEER, ANTI-CASTE, ECOFEMINIST RITUAL POETICS",Active,,QUEEN MARY UNIVERSITY OF LONDON
5FB8D9CC-CC65-4692-A1F3-FD11765E61FB,"PSM and the Digital Challenge: Purpose, Value and Funding",Active,,UNIVERSITY OF GLASGOW
5FE495E4-4831-4E7F-8A86-FB94D24274EA,Machine learning applied to laser-plasma interactions.,Active,,UNIVERSITY OF YORK
609149EB-33C6-43EE-97B1-FC1CD9140DF6,The kinetic stability of the solar wind,Active,,UNIVERSITY COLLEGE LONDON
C21FE6E8-E035-4455-B66E-FCC570AA4635,New methods of carbon capture using green materials,Active,,UNIVERSITY OF STRATHCLYDE
C274C955-839E-4ABE-88D7-FD251BB9F22F,Narrating the Imperial Past: Public Space and the Politics of Memory in Post - Soviet Ukraine,Active,,UNIVERSITY OF MANCHESTER
687B00DD-3F49-4A5E-94BF-FBFCC0E272C7,Causal contributions of deep prefrontal-amygdala circuits to social cognition,Active,,UNIVERSITY COLLEGE LONDON
A2EB6E7B-5D4E-4C50-9C2F-FD4244F48C7C,Upscaling the production of exsolved nickel nanoparticles to improve their feasibility of implementation for the dry reforming of methane,Active,,NEWCASTLE UNIVERSITY
A2F749CE-F864-4F49-A361-FBEC17E0E706,EU PAL-COPD: Evaluation of the ICLEAR-EU intervention to integrate palliative care in the treatment of people with advanced COPD and their family caregivers,Active,,LANCASTER UNIVERSITY
A5BC807E-0DFE-4EDB-9EE7-FCC12E9E50A7,RECYCLABLE MATERIALS DEVELOPMENT at ANALYTICAL RESEARCH INFRASTRUCTURES,Active,,STFC - LABORATORIES
C6D1DC9B-B066-40C3-8331-FB89BA1E07AD,"Muscle mass, quality, and the menopause: sex-specific strategies to mitigate sarcopenia in aging populations",Active,,UNIVERSITY OF NOTTINGHAM
C6DD7108-0B5B-4CD7-BD08-FBF176203397,Vitamin D in Ethnic Groups,Active,,UNIVERSITY OF SURREY
C7A745D7-C2B0-4313-9902-FB9FF5A6D335,A One Health framework to assess the risks of antimicrobial resistance in aquatic ecosystems in North-East Thailand and inform mitigation strategies,Active,,UNIVERSITY OF GLASGOW
C8201554-F0B5-4CF3-B866-FD094F1CE299,EPSRC Centre for Doctoral Training in Topological Design,Active,,UNIVERSITY OF BIRMINGHAM
44212739-899D-48D2-AA2A-FD02B47B2732,Characterising the impact of large wood in river restoration,Active,,UNIVERSITY OF EXETER
44D12091-2225-4768-ABA7-FCEA4A9FCCC2,Identifying the common biological properties of parasite vaccine targets,Active,,UNIVERSITY OF YORK
44F32CEC-9FAD-4F9B-8FAC-FB49BCC4F5C4,BBSRC National Bioscience Research Infrastructure: Rothamsted Long-Term Experiments,Active,,ROTHAMSTED RESEARCH
AC720506-8F3E-4990-B356-FC0B64860690,Women's Online Wellbeing : a European Examination of digitalised violence against women,Active,,NORTHUMBRIA UNIVERSITY
AC7B73C8-45C0-4909-A98C-FC1221BCABC8,SparcFISH: Democratising spatial transcriptomics,Active,,UNIVERSITY OF GLASGOW
AE4E58D1-7BD3-4593-A185-FBF807AD423C,Scalable Kinetic Dynamic Resolution Strategies for the Production of Chiral Compounds,Active,,IMPERIAL COLLEGE LONDON
AF390FAF-3BAD-4AF6-8788-FCC35FD7EA88,Accelerated Design and Qualification of Austenitic Steels for Creep-fatigue (ADEQUACy),Active,,UNIVERSITY OF SOUTHAMPTON
AF431B61-8ABC-4350-A01E-FB4ABA3D3AA8,The project will explore Explainable AI in support of increased automation,Active,,UNIVERSITY OF SURREY
AFA9BE71-502E-43F0-B047-FB7CB4EEF744,Development of tuneable microgels for controlled protein delivery in tissue regeneration,Active,,UNIVERSITY OF GLASGOW
4FF11005-C443-44CC-B303-FC6264F3D000,The Centre for Heterogeneous Integrated MicroElectronic and Semiconductor Systems (CHIMES2),Active,,UNIVERSITY OF SHEFFIELD
B1EED320-C992-49C7-A7BC-FCAB0B444B67,The nucleolus in the mammalian oocyte; form or function?,Active,,NEWCASTLE UNIVERSITY
2E57BD85-F3CE-4DB8-98D1-FD137324F45C,Extending the Triangulation Within a Study (TWIST) framework to improve real-world evaluation of genetically driven medication response,Active,,UNIVERSITY OF EXETER
2E5C46C0-97AB-47BC-9E70-FD3DB3E2D011,Integration and Harmonization of Logistics Operations,Active,,UNIVERSITY OF GLASGOW
2F12DCA0-1E76-45E3-B9AF-FC0AD6CFDC19,sustainable HYdrogen powered Shipping (sHYpS),Active,,LLOYD'S REGISTER EMEA
2FB0CE14-7891-48A5-AA69-FD047CDBC3BF,Personalised pharmacometabolomic optimisation of treatment for hypertension (HYPERMARKER),Active,,LONDON SCHOOL OF ECONOMICS & POL SCI
3092F31B-C9E7-4E03-B575-FD3E49E5AE40,How does oligodendrocyte transcriptional heterogeneity change biological function?,Active,,UNIVERSITY OF EDINBURGH
97A7F93C-5F9F-4F23-A315-FD0FCA64D83E,Modelling disease spread and non-pharmaceutical interventions in enclosed spaces,Active,,CARDIFF UNIVERSITY
9A37AE9B-F39D-448B-9125-FCFE0CCE048F,Remote Perinatal learning and safety platform,Active,,MYONLINESCHOOL LTD
9A4C419D-C788-4FC7-A2F6-FD429F40F73A,Seismology of the solar corona with slow magnetoacoustic waves,Active,,UNIVERSITY OF WARWICK
9A83C584-10EC-4F3B-88E9-FBDDF90715B9,Machine Learning Potentials for Strength Studies in Hexagonal Close Packed Materials,Active,,UNIVERSITY OF WARWICK
BA12E8B3-DBAE-418C-BFED-FBF8B9A40F5F,Integrative Approaches for Characterising Small-Molecule Binding to Disordered Proteins,Active,,UNIVERSITY COLLEGE LONDON
BC63D035-EE4A-4803-A964-FC6899E51FCF,Reconstructing Mediterranean Overflow Plume Properties,Active,,UNIVERSITY OF BRISTOL
BC67202D-EA93-4523-B0E8-FC183C7E7C23,Where the wild things go: finding and creating refugia from climate change in Northern Britain,Active,,NORTHUMBRIA UNIVERSITY
3C634998-6115-4D46-A68E-FD2D42CE4740,Environmental Biotechnology Innovation Centre,Active,,CRANFIELD UNIVERSITY
3D3C28E8-070A-4FD4-8867-FC1FBF886C8C,A new foundation for mathematics. Na&iuml;ve set theory in HYPE,Active,,KING'S COLLEGE LONDON
1DCAAC7E-AB40-4BE9-9BA8-FB67C277511F,Peri-urban strategies for sustainable surface water management,Active,,NEWCASTLE UNIVERSITY
1E1001AD-729D-4A37-A617-FC6D9312405B,EPSRC Centre for Doctoral Training in Advanced Biomedical Materials,Active,,UNIVERSITY OF MANCHESTER
1E569F05-218F-473B-9901-FCE3F5AB2DA9,AM4BAT - Solid State Li-ion battery by additive manufacturing,Active,,PHOTOCENTRIC LIMITED
1EB3EEEC-796F-400E-822C-FC28F623E947,Fibre Reinforced Thermoplastic Tape Development Cell,Active,,UNIVERSITY OF SHEFFIELD
824BEB03-B4F9-49D6-BC9B-FBC104589F77,Developing Intercropping for agrifood Value chains and Ecosystem Services delivery in Europe and Southern countries,Active,,SRUC
835A3D59-E9CA-4321-B770-FB888B84AFF1,"Pioneer Elites, Grey Markets, and Organised Crime in Arizona, 1945-1990",Active,,UNIVERSITY COLLEGE LONDON
83B6A3A8-2DC9-43E0-BD74-FBDF609E4046,"Living with disabilities, household conditions and COVID-19: a Scottish population-based study using linked administrative data",Active,,UNIVERSITY OF GLASGOW
845A7EAE-F69B-40D3-8F2F-FCF3252396F6,"Exploring the mechanism of gut acidification by the liver fluke, Fasciola hepatica",Active,,QUEEN'S UNIVERSITY BELFAST
851F74EB-1DF7-4790-A829-FC6757BE1D33,A Land of Ice and Fire: An Ecocritical Reading of the Landscapes of the Islendingasogur,Active,,UNIVERSITY OF NOTTINGHAM
A64E5B5D-F594-4186-909F-FD378E338060,"The English Catholic Community and Europe during the English Revolution, 1640-1660",Active,,UNIVERSITY OF BIRMINGHAM
A6765F15-700F-45D2-A834-FC451F21C625,Developing understanding of rainfall-triggered landslides in India to facilitate effective early warning systems (4954),Active,,UNIVERSITY OF EXETER
A6B60B1F-4F62-43B6-BD8E-FD4B33687DEF,Superior synbiotics for healthy ageing,Active,,NCIMB LIMITED
A8529AF4-8627-48B5-988B-FCD09D417D16,Investigating novel mechanical receptors in the sensory nervous system,Active,,UNIVERSITY OF LEEDS
